j,s,run_1,run_2,run_3,run_4,run_5,average
12,200,2.205,2.16,2.3850000000000002,1.6649999999999998,1.395,1.9619999999999997
12,400,1.395,1.5975,1.8000000000000003,2.0250000000000004,2.0025,1.764
12,600,1.785,1.83,2.085,2.085,2.0700000000000003,1.971
12,800,1.8337499999999998,2.0812500000000003,1.90125,1.935,2.0025,1.95075
12,1000,1.917,1.953,1.9260000000000002,1.944,1.863,1.9205999999999999
13,10,0.9000000000000001,0.9000000000000001,2.6999999999999997,2.6999999999999997,0.0,1.44
13,200,1.395,2.16,1.7100000000000002,1.8900000000000001,1.98,1.8270000000000004
13,400,1.8900000000000001,2.0025,1.8225000000000002,1.5524999999999998,2.0025,1.8539999999999999
13,600,2.0250000000000004,1.8000000000000003,1.83,1.785,1.83,1.8540000000000003
13,800,1.9912500000000002,1.7662499999999999,1.87875,1.7662499999999999,1.845,1.8495000000000001
13,1000,1.8900000000000001,2.043,2.043,1.899,1.971,1.9692
14,10,0.0,4.5,1.8000000000000003,0.9000000000000001,2.6999999999999997,1.98
14,200,1.44,1.98,1.6649999999999998,2.0250000000000004,1.8900000000000001,1.8
14,400,2.0700000000000003,2.0475,1.755,1.935,2.1825,1.9979999999999998
14,600,1.98,1.965,1.905,1.56,1.83,1.848
14,800,1.7887500000000003,1.9912500000000002,1.8337499999999998,2.2725,1.845,1.9462499999999998
14,1000,1.953,1.7640000000000002,1.908,1.908,1.863,1.8791999999999998
15,10,0.9000000000000001,0.0,0.9000000000000001,3.6000000000000005,3.6000000000000005,1.8
15,200,1.845,1.935,1.755,2.0250000000000004,2.0250000000000004,1.9170000000000003
15,400,1.6875,1.5975,1.6425,1.9124999999999999,1.6649999999999998,1.7009999999999998
15,600,1.9500000000000002,1.65,1.755,2.04,1.8000000000000003,1.839
15,800,1.8900000000000001,1.8000000000000003,1.90125,1.7100000000000002,1.96875,1.8539999999999999
15,1000,1.755,1.6920000000000002,1.7009999999999998,1.6289999999999998,1.809,1.7171999999999996
16,10,4.5,2.6999999999999997,0.9000000000000001,1.8000000000000003,0.9000000000000001,2.16
16,200,2.3850000000000002,1.62,1.935,1.8900000000000001,1.845,1.9350000000000005
16,400,1.755,1.4625000000000001,1.7325,1.7100000000000002,1.8900000000000001,1.7100000000000002
16,600,1.545,1.905,1.92,1.815,1.53,1.7429999999999999
16,800,1.92375,1.9124999999999999,1.69875,1.67625,2.01375,1.845
16,1000,1.7100000000000002,1.6469999999999998,1.854,1.8719999999999999,1.8000000000000003,1.7766000000000002
17,10,2.6999999999999997,0.0,1.8000000000000003,0.9000000000000001,1.8000000000000003,1.4400000000000002
17,200,1.935,1.8000000000000003,2.16,1.7100000000000002,1.98,1.9170000000000003
17,400,1.755,1.8900000000000001,1.5975,1.935,1.5524999999999998,1.746
17,600,1.8000000000000003,1.935,1.77,1.8599999999999999,2.055,1.884
17,800,1.7437500000000001,1.81125,1.65375,1.7437500000000001,1.7325,1.737
17,1000,1.7369999999999999,1.7009999999999998,1.755,1.6109999999999998,1.6829999999999998,1.6973999999999996
18,10,1.8000000000000003,0.9000000000000001,1.8000000000000003,2.6999999999999997,1.8000000000000003,1.8
18,200,1.395,1.4849999999999999,1.755,2.1149999999999998,1.7100000000000002,1.6920000000000002
18,400,1.8225000000000002,1.5749999999999997,1.5975,1.9575,2.0475,1.8
18,600,2.085,1.92,1.725,1.59,1.785,1.8210000000000002
18,800,1.72125,1.7662499999999999,1.845,1.81125,1.6649999999999998,1.76175
18,1000,1.7189999999999999,1.8180000000000003,1.755,1.521,1.7369999999999999,1.7099999999999997
19,10,4.5,1.8000000000000003,0.0,0.0,1.8000000000000003,1.6200000000000003
19,200,1.6649999999999998,1.755,1.6649999999999998,1.845,1.98,1.782
19,400,1.4625000000000001,1.8900000000000001,1.4849999999999999,1.3049999999999997,1.5749999999999997,1.5434999999999999
19,600,1.65,1.83,1.6350000000000002,1.6649999999999998,1.845,1.725
19,800,1.8674999999999997,1.62,1.7100000000000002,1.62,1.5862499999999997,1.6807499999999997
19,1000,1.7189999999999999,1.6920000000000002,1.6829999999999998,1.773,1.854,1.7442
20,10,2.6999999999999997,1.8000000000000003,0.0,1.8000000000000003,0.9000000000000001,1.4400000000000002
20,200,2.0250000000000004,1.395,1.755,1.98,2.0250000000000004,1.8360000000000003
20,400,1.5524999999999998,1.8225000000000002,1.755,1.8000000000000003,1.7325,1.7325
20,600,1.725,1.725,1.8000000000000003,1.92,1.5150000000000001,1.737
20,800,1.90125,1.65375,1.6875,1.7437500000000001,1.6425,1.7257500000000001
20,1000,1.6649999999999998,1.8359999999999999,1.602,1.7189999999999999,1.8719999999999999,1.7388
21,10,0.0,3.6000000000000005,2.6999999999999997,0.9000000000000001,3.6000000000000005,2.16
21,200,2.0700000000000003,1.6649999999999998,2.16,1.53,1.7100000000000002,1.8270000000000004
21,400,1.7100000000000002,1.53,2.1374999999999997,1.5075000000000003,1.5749999999999997,1.6919999999999997
21,600,1.6649999999999998,1.6949999999999998,1.815,1.77,1.725,1.7339999999999995
21,800,1.7775,1.8000000000000003,1.7437500000000001,1.5187500000000003,1.7775,1.7235000000000003
21,1000,1.6649999999999998,1.6560000000000001,1.881,1.7009999999999998,1.845,1.7495999999999998
22,10,2.6999999999999997,0.9000000000000001,0.9000000000000001,0.9000000000000001,2.6999999999999997,1.6199999999999999
22,200,1.125,1.7100000000000002,1.62,1.4849999999999999,1.44,1.4759999999999998
22,400,1.8900000000000001,1.8000000000000003,1.6875,1.6649999999999998,1.935,1.7955
22,600,1.83,1.5749999999999997,2.0250000000000004,1.6350000000000002,1.47,1.707
22,800,1.67625,1.845,1.5975,1.7775,1.56375,1.6920000000000002
22,1000,1.5390000000000001,1.8180000000000003,1.5390000000000001,1.6380000000000001,1.899,1.6865999999999999
23,10,2.6999999999999997,1.8000000000000003,1.8000000000000003,1.8000000000000003,0.0,1.6200000000000003
23,200,1.395,1.62,1.44,1.125,1.8000000000000003,1.4760000000000002
23,400,1.755,1.8674999999999997,1.5075000000000003,1.7100000000000002,1.755,1.7189999999999999
23,600,1.47,1.5749999999999997,1.77,1.7399999999999998,1.8000000000000003,1.671
23,800,1.65375,1.92375,1.9912500000000002,1.7775,1.755,1.8202500000000001
23,1000,1.6109999999999998,1.602,1.7820000000000003,1.6560000000000001,1.6649999999999998,1.6631999999999998
24,10,2.6999999999999997,1.8000000000000003,1.8000000000000003,2.6999999999999997,0.9000000000000001,1.98
24,200,1.7100000000000002,1.395,1.53,1.935,1.5749999999999997,1.629
24,400,1.62,1.8000000000000003,1.845,1.8000000000000003,1.8900000000000001,1.7910000000000004
24,600,1.7100000000000002,1.65,1.6350000000000002,1.59,1.4849999999999999,1.614
24,800,1.5975,1.56375,1.5524999999999998,1.935,1.5412500000000002,1.638
24,1000,1.584,1.6380000000000001,1.6740000000000002,1.7280000000000002,1.8359999999999999,1.6920000000000002
25,10,1.8000000000000003,2.6999999999999997,2.6999999999999997,0.0,2.6999999999999997,1.9799999999999998
25,200,2.16,1.395,1.215,1.53,1.7100000000000002,1.6020000000000003
25,400,1.62,1.53,1.5524999999999998,1.4849999999999999,1.8900000000000001,1.6155000000000002
25,600,1.8000000000000003,1.9500000000000002,1.6649999999999998,1.44,1.62,1.6950000000000003
25,800,1.5862499999999997,1.2600000000000002,1.90125,1.67625,1.845,1.65375
25,1000,1.53,1.6740000000000002,1.917,1.7189999999999999,1.521,1.6722000000000001
26,10,0.0,2.6999999999999997,0.9000000000000001,2.6999999999999997,0.9000000000000001,1.44
26,200,1.8900000000000001,1.755,1.395,1.4849999999999999,1.5749999999999997,1.6199999999999999
26,400,1.5075000000000003,1.5524999999999998,1.5524999999999998,1.9575,1.4625000000000001,1.6065
26,600,1.815,1.65,1.7100000000000002,1.6350000000000002,1.6350000000000002,1.689
26,800,1.69875,1.8225000000000002,1.8225000000000002,1.5412500000000002,1.5524999999999998,1.6875
26,1000,1.6469999999999998,1.5030000000000001,1.791,1.62,1.6560000000000001,1.6434000000000002
27,10,1.8000000000000003,1.8000000000000003,1.8000000000000003,0.9000000000000001,0.9000000000000001,1.4400000000000002
27,200,1.8000000000000003,1.4849999999999999,1.53,1.755,1.7100000000000002,1.6560000000000001
27,400,1.5524999999999998,1.6875,1.6875,1.5749999999999997,1.5524999999999998,1.611
27,600,1.8599999999999999,1.7399999999999998,1.6350000000000002,1.7399999999999998,1.5,1.6949999999999998
27,800,1.5187500000000003,1.935,1.56375,1.5862499999999997,1.8337499999999998,1.6875
27,1000,1.422,1.8000000000000003,1.6740000000000002,1.6829999999999998,1.566,1.6290000000000002
28,10,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,1.8000000000000003,2.52
28,200,1.53,1.5749999999999997,1.8000000000000003,1.2600000000000002,1.53,1.539
28,400,1.6425,1.7325,2.0250000000000004,1.6425,1.6875,1.746
28,600,1.59,1.605,1.605,1.62,1.65,1.614
28,800,1.7437500000000001,1.7325,1.81125,1.69875,1.5524999999999998,1.70775
28,1000,1.7189999999999999,1.548,1.494,1.458,1.602,1.5642
29,10,0.9000000000000001,1.8000000000000003,3.6000000000000005,0.9000000000000001,4.5,2.3400000000000003
29,200,2.0250000000000004,1.215,1.53,1.755,1.4849999999999999,1.6019999999999999
29,400,1.62,1.5075000000000003,1.8225000000000002,1.5975,1.8900000000000001,1.6875000000000004
29,600,1.77,1.725,1.815,1.59,1.755,1.7310000000000003
29,800,1.62,1.5187500000000003,1.4625000000000001,1.6425,1.56375,1.5615
29,1000,1.7460000000000002,1.53,1.584,1.566,1.6109999999999998,1.6073999999999997
30,10,2.6999999999999997,0.9000000000000001,4.5,1.8000000000000003,3.6000000000000005,2.7
30,200,1.44,2.0250000000000004,1.845,1.98,2.1149999999999998,1.8810000000000002
30,400,1.44,1.8900000000000001,1.6875,1.7325,1.7325,1.6965
30,600,1.62,1.6949999999999998,1.56,1.605,1.935,1.6830000000000003
30,800,1.6875,1.3725,1.5749999999999997,1.6312499999999999,1.755,1.6042499999999997
30,1000,1.6469999999999998,1.494,1.6740000000000002,1.5390000000000001,1.584,1.5876000000000001
31,10,0.9000000000000001,0.9000000000000001,0.9000000000000001,2.6999999999999997,1.8000000000000003,1.4400000000000002
31,200,1.935,1.2600000000000002,1.7100000000000002,1.755,1.53,1.638
31,400,1.7325,1.7775,1.8000000000000003,1.935,1.5524999999999998,1.7595000000000003
31,600,1.6949999999999998,1.5749999999999997,1.545,1.6350000000000002,1.65,1.6199999999999999
31,800,1.67625,1.44,1.6649999999999998,1.7662499999999999,1.7775,1.6649999999999998
31,1000,1.791,1.6740000000000002,1.6920000000000002,1.6829999999999998,1.6380000000000001,1.6956
32,10,0.9000000000000001,1.8000000000000003,0.9000000000000001,0.9000000000000001,2.6999999999999997,1.4400000000000002
32,200,1.4849999999999999,1.395,1.845,1.8000000000000003,1.62,1.629
32,400,1.8000000000000003,1.4849999999999999,1.5975,1.62,1.2825,1.557
32,600,1.6800000000000002,1.65,1.44,1.4249999999999998,1.7100000000000002,1.581
32,800,1.72125,1.6425,1.49625,1.8000000000000003,1.53,1.638
32,1000,1.7369999999999999,1.7369999999999999,1.5030000000000001,1.5929999999999997,1.6740000000000002,1.6488
33,10,1.8000000000000003,0.0,0.9000000000000001,0.9000000000000001,1.8000000000000003,1.08
33,200,1.215,1.44,1.53,1.53,1.5749999999999997,1.4580000000000002
33,400,1.9124999999999999,1.5524999999999998,1.5524999999999998,1.845,1.7100000000000002,1.7145
33,600,1.6350000000000002,1.755,1.785,1.6350000000000002,1.455,1.653
33,800,1.69875,1.81125,1.65375,1.98,1.5524999999999998,1.7392500000000002
33,1000,1.5749999999999997,1.5929999999999997,1.6289999999999998,1.566,1.7100000000000002,1.6145999999999998
34,10,0.0,2.6999999999999997,0.0,1.8000000000000003,3.6000000000000005,1.6200000000000003
34,200,1.4849999999999999,1.395,1.7100000000000002,1.395,1.53,1.503
34,400,1.6875,1.5075000000000003,1.2375,1.4849999999999999,1.62,1.5075
34,600,1.605,1.38,1.6800000000000002,1.65,1.395,1.5419999999999998
34,800,1.69875,1.67625,1.72125,1.67625,1.8000000000000003,1.7145
34,1000,1.8000000000000003,1.62,1.5569999999999997,1.6829999999999998,1.6289999999999998,1.6578
35,10,1.8000000000000003,2.6999999999999997,1.8000000000000003,1.8000000000000003,0.0,1.6200000000000003
35,200,1.5749999999999997,1.3499999999999999,1.3049999999999997,1.98,1.7100000000000002,1.5839999999999999
35,400,1.5975,1.98,1.5749999999999997,1.7100000000000002,2.0700000000000003,1.7865000000000002
35,600,1.4249999999999998,1.4849999999999999,1.56,1.53,1.4100000000000001,1.482
35,800,1.7100000000000002,1.5975,1.69875,1.69875,1.6649999999999998,1.674
35,1000,1.6829999999999998,1.44,1.584,1.548,1.6560000000000001,1.5821999999999998
36,10,1.8000000000000003,2.6999999999999997,2.6999999999999997,0.9000000000000001,2.6999999999999997,2.1599999999999997
36,200,1.53,1.44,1.6649999999999998,1.7100000000000002,1.845,1.638
36,400,1.845,1.62,1.6875,1.5524999999999998,1.44,1.629
36,600,1.77,1.815,1.875,1.5150000000000001,1.7100000000000002,1.737
36,800,1.5524999999999998,1.7100000000000002,1.7662499999999999,1.7100000000000002,1.65375,1.6785
36,1000,1.6829999999999998,1.6289999999999998,1.6829999999999998,1.4489999999999998,1.458,1.5803999999999998
37,10,1.8000000000000003,1.8000000000000003,1.8000000000000003,1.8000000000000003,2.6999999999999997,1.98
37,200,1.44,1.5749999999999997,1.6649999999999998,1.935,1.98,1.719
37,400,1.53,1.1925000000000001,1.6425,1.7775,1.8000000000000003,1.5885000000000002
37,600,1.53,1.4249999999999998,1.6649999999999998,1.65,1.8000000000000003,1.614
37,800,1.69875,1.5975,1.755,1.56375,1.62,1.6469999999999998
37,1000,1.7009999999999998,1.584,1.7820000000000003,1.422,1.6649999999999998,1.6308
38,10,1.8000000000000003,2.6999999999999997,1.8000000000000003,0.0,1.8000000000000003,1.6200000000000003
38,200,1.62,2.34,1.5749999999999997,2.16,1.6649999999999998,1.8719999999999999
38,400,1.5749999999999997,1.5975,1.9124999999999999,1.7100000000000002,1.5749999999999997,1.674
38,600,1.5,1.6350000000000002,1.62,1.6350000000000002,1.53,1.584
38,800,1.8000000000000003,1.5187500000000003,1.5075000000000003,1.45125,1.4849999999999999,1.5525000000000002
38,1000,1.4849999999999999,1.6380000000000001,1.5749999999999997,1.7280000000000002,1.6109999999999998,1.6073999999999997
39,10,0.9000000000000001,0.9000000000000001,2.6999999999999997,2.6999999999999997,1.8000000000000003,1.8
39,200,1.395,1.845,1.5749999999999997,1.6649999999999998,1.5749999999999997,1.611
39,400,1.62,1.845,1.53,1.395,1.4175,1.5615
39,600,1.545,1.845,1.56,1.83,1.755,1.707
39,800,1.755,1.7775,1.5975,1.65375,1.4737500000000001,1.6515
39,1000,1.44,1.5749999999999997,1.44,1.8000000000000003,1.7189999999999999,1.5948
40,10,0.9000000000000001,2.6999999999999997,2.6999999999999997,4.5,0.9000000000000001,2.34
40,200,1.5749999999999997,1.2600000000000002,1.2600000000000002,1.17,1.935,1.4400000000000002
40,400,1.5749999999999997,1.5075000000000003,1.3725,1.5075000000000003,1.53,1.4985000000000002
40,600,1.8000000000000003,1.77,1.83,1.545,1.5,1.689
40,800,1.4737500000000001,1.4849999999999999,1.7437500000000001,1.5524999999999998,1.6425,1.5795000000000001
40,1000,1.548,1.53,1.3679999999999999,1.494,1.404,1.4687999999999999
41,10,1.8000000000000003,3.6000000000000005,1.8000000000000003,2.6999999999999997,2.6999999999999997,2.52
41,200,1.44,1.44,1.3049999999999997,1.8900000000000001,1.8000000000000003,1.575
41,400,1.6649999999999998,1.1925000000000001,1.6875,1.5524999999999998,1.53,1.5255
41,600,1.7100000000000002,1.8000000000000003,1.6800000000000002,1.455,1.725,1.6740000000000002
41,800,1.67625,1.5075000000000003,1.5862499999999997,1.7662499999999999,1.5075000000000003,1.60875
41,1000,1.6649999999999998,1.7369999999999999,1.7369999999999999,1.827,1.458,1.6847999999999999
42,10,1.8000000000000003,1.8000000000000003,2.6999999999999997,0.0,0.0,1.2600000000000002
42,200,1.2600000000000002,1.44,1.215,1.6649999999999998,1.8900000000000001,1.4940000000000002
42,400,1.5749999999999997,1.53,1.44,1.4625000000000001,1.845,1.5705
42,600,1.56,1.44,1.8599999999999999,1.785,1.5,1.629
42,800,1.5075000000000003,1.5187500000000003,1.5975,1.81125,1.81125,1.6492499999999999
42,1000,1.431,1.512,1.5749999999999997,1.584,1.6289999999999998,1.5462
43,10,0.0,1.8000000000000003,0.9000000000000001,1.8000000000000003,2.6999999999999997,1.44
43,200,1.6649999999999998,1.4849999999999999,1.62,1.7100000000000002,1.3049999999999997,1.557
43,400,1.395,1.395,1.395,1.7325,1.845,1.5525
43,600,1.59,1.6350000000000002,1.395,1.545,1.3049999999999997,1.4940000000000002
43,800,1.4737500000000001,1.62,1.7100000000000002,1.3499999999999999,1.62,1.5547499999999999
43,1000,1.6109999999999998,1.4849999999999999,1.5569999999999997,1.512,1.6109999999999998,1.5551999999999997
44,10,1.8000000000000003,4.5,0.0,0.0,0.9000000000000001,1.4400000000000002
44,200,2.16,1.6649999999999998,2.0250000000000004,1.62,1.395,1.7730000000000001
44,400,1.6649999999999998,1.5975,1.5749999999999997,1.62,1.8225000000000002,1.656
44,600,1.59,1.4249999999999998,1.7100000000000002,1.5749999999999997,1.4100000000000001,1.5419999999999998
44,800,1.87875,1.67625,1.62,1.4849999999999999,1.935,1.719
44,1000,1.566,1.7369999999999999,1.566,1.6740000000000002,1.467,1.6019999999999999
45,10,0.9000000000000001,0.9000000000000001,2.6999999999999997,2.6999999999999997,0.9000000000000001,1.6199999999999999
45,200,1.44,1.44,1.755,1.7100000000000002,1.6649999999999998,1.6019999999999999
45,400,1.4175,1.6875,2.1374999999999997,1.4849999999999999,1.6649999999999998,1.6784999999999997
45,600,1.8000000000000003,1.5749999999999997,1.725,1.5749999999999997,1.56,1.6469999999999998
45,800,1.4175,1.5749999999999997,1.67625,1.4737500000000001,1.69875,1.5682499999999997
45,1000,1.6649999999999998,1.494,1.5929999999999997,1.566,1.5929999999999997,1.5821999999999998
46,10,1.8000000000000003,0.9000000000000001,0.0,0.9000000000000001,4.5,1.6200000000000003
46,200,1.44,1.6649999999999998,1.53,1.53,1.125,1.458
46,400,1.5975,1.5749999999999997,1.6425,1.7100000000000002,1.755,1.656
46,600,1.8000000000000003,1.6800000000000002,1.56,1.545,1.62,1.6410000000000005
46,800,1.44,1.5412500000000002,1.49625,1.6312499999999999,1.5187500000000003,1.5254999999999999
46,1000,1.431,1.6469999999999998,1.602,1.6289999999999998,1.6829999999999998,1.5983999999999998
47,10,0.0,1.8000000000000003,0.0,1.8000000000000003,0.9000000000000001,0.9000000000000001
47,200,1.395,1.3049999999999997,1.4849999999999999,1.8000000000000003,1.845,1.5659999999999998
47,400,1.8000000000000003,1.44,1.5075000000000003,1.5975,1.62,1.5930000000000002
47,600,1.6949999999999998,1.4249999999999998,1.845,1.6800000000000002,1.545,1.638
47,800,1.72125,1.90125,1.5187500000000003,1.5749999999999997,1.6312499999999999,1.6695
47,1000,1.7460000000000002,1.3049999999999997,1.467,1.7100000000000002,1.62,1.5696
48,10,2.6999999999999997,2.6999999999999997,0.9000000000000001,2.6999999999999997,0.0,1.8
48,200,1.5749999999999997,1.17,1.395,1.3049999999999997,1.44,1.377
48,400,1.8000000000000003,1.2600000000000002,1.62,1.395,1.8674999999999997,1.5885000000000002
48,600,1.7100000000000002,1.62,1.545,1.5150000000000001,1.4249999999999998,1.5630000000000002
48,800,1.4849999999999999,1.6312499999999999,1.40625,1.5749999999999997,1.5187500000000003,1.5232500000000002
48,1000,1.6469999999999998,1.53,1.5390000000000001,1.584,1.5569999999999997,1.5713999999999997
49,10,0.9000000000000001,0.9000000000000001,1.8000000000000003,0.0,0.9000000000000001,0.9000000000000001
49,200,1.5749999999999997,1.08,1.62,1.215,1.62,1.4220000000000002
49,400,1.5075000000000003,1.7100000000000002,1.7325,1.7325,1.98,1.7325
49,600,1.53,1.59,1.845,1.62,1.56,1.629
49,800,1.5749999999999997,1.5862499999999997,1.3725,1.5862499999999997,1.5749999999999997,1.5389999999999997
49,1000,1.548,1.5390000000000001,1.53,1.7369999999999999,1.7009999999999998,1.611
50,10,0.9000000000000001,0.0,1.8000000000000003,0.9000000000000001,0.9000000000000001,0.9000000000000001
50,200,1.44,1.8900000000000001,1.6649999999999998,1.125,2.16,1.6560000000000001
50,400,1.2600000000000002,1.6875,1.5749999999999997,1.8000000000000003,1.6649999999999998,1.5975
50,600,1.47,1.65,1.53,1.605,1.6949999999999998,1.5900000000000003
50,800,1.65375,1.6875,1.5862499999999997,1.9912500000000002,1.5075000000000003,1.68525
50,1000,1.755,1.548,1.44,1.494,1.602,1.5678
51,10,0.9000000000000001,0.9000000000000001,1.8000000000000003,1.8000000000000003,2.6999999999999997,1.6199999999999999
51,200,1.8900000000000001,1.3049999999999997,1.7100000000000002,1.6649999999999998,1.5749999999999997,1.629
51,400,1.44,1.395,1.3725,1.5524999999999998,1.5075000000000003,1.4535
51,600,1.47,1.6949999999999998,1.605,1.65,1.8000000000000003,1.6440000000000001
51,800,1.6087500000000001,1.42875,1.6087500000000001,1.4737500000000001,1.3725,1.4985
51,1000,1.458,1.62,1.5749999999999997,1.566,1.4849999999999999,1.5408000000000002
52,10,0.0,0.0,0.9000000000000001,0.9000000000000001,3.6000000000000005,1.08
52,200,1.395,1.62,1.8000000000000003,1.755,1.7100000000000002,1.6560000000000001
52,400,1.44,1.5075000000000003,1.6649999999999998,1.7100000000000002,1.4849999999999999,1.5614999999999999
52,600,1.59,1.32,1.605,1.5749999999999997,1.605,1.5390000000000001
52,800,1.4849999999999999,1.5524999999999998,1.5412500000000002,1.5412500000000002,1.56375,1.5367499999999998
