j,s,run_1,run_2,run_3,run_4,run_5,average_subtraction,reference_value
36,10,-1.5191999999999999,1.1807999999999998,1.1807999999999998,1.1807999999999998,1.1807999999999998,0.6407999999999999,1.5191999999999999
36,200,0.05579999999999985,0.2358,0.41580000000000017,-0.03420000000000001,0.1908000000000003,0.17280000000000006,1.5191999999999999
36,400,0.16830000000000012,-0.1016999999999999,0.1908000000000003,-0.05669999999999975,0.14579999999999993,0.06930000000000014,1.5191999999999999
36,600,0.26580000000000004,0.2058000000000002,0.13080000000000003,0.13080000000000003,-0.09420000000000006,0.12780000000000005,1.5191999999999999
36,800,-0.022949999999999804,0.06704999999999983,0.13455000000000017,0.1908000000000003,0.12330000000000019,0.09855000000000014,1.5191999999999999
36,1000,0.18179999999999996,0.28980000000000006,0.16379999999999995,0.010800000000000143,0.18179999999999996,0.16560000000000002,1.5191999999999999
41,10,-0.6191999999999998,1.1807999999999998,-0.6191999999999998,-0.6191999999999998,1.1807999999999998,0.10080000000000008,1.5191999999999999
41,200,0.1908000000000003,0.010800000000000143,0.2808000000000004,0.05579999999999985,-0.34919999999999995,0.037800000000000146,1.5191999999999999
41,400,-0.3041999999999998,0.1908000000000003,0.07830000000000004,-0.0116999999999996,0.07830000000000004,0.006300000000000194,1.5191999999999999
41,600,-0.0041999999999997595,0.25080000000000013,0.14579999999999993,0.010800000000000143,0.14579999999999993,0.10980000000000008,1.5191999999999999
41,800,0.06704999999999983,0.16830000000000012,0.15705000000000013,0.1908000000000003,0.10080000000000022,0.13680000000000012,1.5191999999999999
41,1000,-0.08819999999999983,0.1097999999999999,0.0828000000000002,0.05579999999999985,0.13680000000000025,0.05940000000000008,1.5191999999999999
46,10,-1.5191999999999999,-0.6191999999999998,-0.6191999999999998,0.2808000000000004,0.2808000000000004,-0.43919999999999976,1.5191999999999999
46,200,0.4608000000000001,0.010800000000000143,0.10080000000000022,0.14579999999999993,-0.3941999999999999,0.06480000000000011,1.5191999999999999
46,400,0.010800000000000143,0.48330000000000006,0.033299999999999885,0.10080000000000022,-0.21420000000000017,0.08280000000000003,1.5191999999999999
46,600,0.2058000000000002,0.29580000000000006,-0.21420000000000017,0.37080000000000024,-0.06419999999999981,0.1188000000000001,1.5191999999999999
46,800,0.2695500000000004,0.24705,0.12330000000000019,0.10080000000000022,0.12330000000000019,0.1728000000000002,1.5191999999999999
46,1000,0.019800000000000262,0.07379999999999987,0.05579999999999985,0.07379999999999987,0.0828000000000002,0.06120000000000001,1.5191999999999999
51,10,0.2808000000000004,-1.5191999999999999,-0.6191999999999998,0.2808000000000004,2.080800000000001,0.1008000000000004,1.5191999999999999
51,200,-0.34919999999999995,0.05579999999999985,-0.03420000000000001,0.1908000000000003,0.1908000000000003,0.010800000000000098,1.5191999999999999
51,400,0.12330000000000019,0.14579999999999993,0.2808000000000004,-0.25919999999999965,0.1908000000000003,0.09630000000000023,1.5191999999999999
51,600,-0.04919999999999991,-0.04919999999999991,-0.0041999999999997595,0.14579999999999993,0.1908000000000003,0.04680000000000013,1.5191999999999999
51,800,0.10080000000000022,0.2358,-0.03420000000000001,0.24705,0.04455000000000009,0.11880000000000006,1.5191999999999999
51,1000,-0.043199999999999905,0.22680000000000033,0.24480000000000035,0.11880000000000024,0.2178,0.1530000000000002,1.5191999999999999
56,10,0.2808000000000004,1.1807999999999998,-0.6191999999999998,0.2808000000000004,0.2808000000000004,0.28080000000000027,1.5191999999999999
56,200,0.3258000000000001,0.05579999999999985,0.4608000000000001,-0.07919999999999994,0.05579999999999985,0.1638,1.5191999999999999
56,400,0.14579999999999993,-0.16920000000000002,0.2808000000000004,-0.07919999999999994,0.2808000000000004,0.09180000000000015,1.5191999999999999
56,600,0.025800000000000045,-0.1841999999999997,-0.019199999999999884,-0.1392,0.29580000000000006,-0.004199999999999893,1.5191999999999999
56,800,-0.20294999999999996,-0.13544999999999985,0.20205000000000006,-0.03420000000000001,0.033299999999999885,-0.027449999999999974,1.5191999999999999
56,1000,0.22680000000000033,0.05579999999999985,-0.17820000000000014,0.06480000000000019,0.11880000000000024,0.057600000000000096,1.5191999999999999
61,10,-0.6191999999999998,-1.5191999999999999,-0.6191999999999998,-1.5191999999999999,2.080800000000001,-0.43919999999999976,1.5191999999999999
61,200,0.14579999999999993,-0.07919999999999994,0.6858000000000002,0.2808000000000004,0.3258000000000001,0.27180000000000015,1.5191999999999999
61,400,0.010800000000000143,0.12330000000000019,-0.05669999999999975,-0.05669999999999975,0.34829999999999983,0.07380000000000013,1.5191999999999999
61,600,0.0708000000000002,0.025800000000000045,0.26580000000000004,0.2058000000000002,0.10080000000000022,0.13380000000000014,1.5191999999999999
61,800,0.1908000000000003,0.1908000000000003,0.04455000000000009,-0.1016999999999999,-0.03420000000000001,0.05805000000000016,1.5191999999999999
61,1000,0.1277999999999999,0.019800000000000262,0.046800000000000175,-0.03420000000000001,0.11880000000000024,0.05580000000000011,1.5191999999999999
66,10,-0.6191999999999998,-0.6191999999999998,0.2808000000000004,1.1807999999999998,0.2808000000000004,0.10080000000000022,1.5191999999999999
66,200,-0.12419999999999987,-0.25919999999999965,0.37080000000000024,0.4608000000000001,-0.16920000000000002,0.05580000000000016,1.5191999999999999
66,400,0.30330000000000035,0.21330000000000005,0.30330000000000035,0.10080000000000022,-0.16920000000000002,0.15030000000000018,1.5191999999999999
66,600,0.5358000000000003,-0.09420000000000006,0.0858000000000001,0.29580000000000006,0.17579999999999996,0.19980000000000006,1.5191999999999999
66,800,0.08955000000000024,-0.00044999999999961737,-0.09044999999999992,0.05579999999999985,0.08955000000000024,0.02880000000000016,1.5191999999999999
66,1000,0.10080000000000022,-0.07020000000000004,-0.06119999999999992,0.22680000000000033,-0.06119999999999992,0.027000000000000135,1.5191999999999999
71,10,1.1807999999999998,0.2808000000000004,0.2808000000000004,-1.5191999999999999,2.9808000000000003,0.6408000000000003,1.5191999999999999
71,200,0.2808000000000004,-0.25919999999999965,-0.12419999999999987,0.3258000000000001,-0.03420000000000001,0.03780000000000019,1.5191999999999999
71,400,0.16830000000000012,0.033299999999999885,-0.1016999999999999,-0.1016999999999999,0.2583000000000002,0.05130000000000008,1.5191999999999999
71,600,0.17579999999999996,0.04080000000000017,0.1908000000000003,0.0708000000000002,-0.07919999999999994,0.07980000000000013,1.5191999999999999
71,800,-0.13544999999999985,0.022050000000000347,0.022050000000000347,-0.04544999999999977,0.08955000000000024,-0.009449999999999736,1.5191999999999999
71,1000,0.019800000000000262,0.1277999999999999,0.1277999999999999,-0.03420000000000001,0.05579999999999985,0.05939999999999999,1.5191999999999999
76,10,-0.6191999999999998,2.080800000000001,2.080800000000001,0.2808000000000004,1.1807999999999998,1.0008000000000004,1.5191999999999999
76,200,-0.03420000000000001,-0.07919999999999994,-0.07919999999999994,-0.21420000000000017,-0.07919999999999994,-0.0972,1.5191999999999999
76,400,0.07830000000000004,0.14579999999999993,0.033299999999999885,0.033299999999999885,0.10080000000000022,0.0783,1.5191999999999999
76,600,-0.03420000000000001,0.10080000000000022,-0.019199999999999884,0.05579999999999985,0.37080000000000024,0.09480000000000008,1.5191999999999999
76,800,0.07830000000000004,-0.0116999999999996,-0.07919999999999994,0.05579999999999985,0.15705000000000013,0.0400500000000001,1.5191999999999999
76,1000,0.24480000000000035,0.1277999999999999,0.09179999999999988,-0.0521999999999998,0.09179999999999988,0.10080000000000004,1.5191999999999999
81,10,-0.6191999999999998,-0.6191999999999998,-0.6191999999999998,0.2808000000000004,0.2808000000000004,-0.2591999999999997,1.5191999999999999
81,200,0.37080000000000024,-0.03420000000000001,-0.16920000000000002,0.10080000000000022,-0.03420000000000001,0.046800000000000085,1.5191999999999999
81,400,-0.1016999999999999,0.033299999999999885,0.14579999999999993,0.10080000000000022,0.14579999999999993,0.06480000000000001,1.5191999999999999
81,600,0.26580000000000004,-0.04919999999999991,0.25080000000000013,0.13080000000000003,-0.04919999999999991,0.10980000000000008,1.5191999999999999
81,800,0.05579999999999985,0.08955000000000024,-0.04544999999999977,0.010800000000000143,0.022050000000000347,0.026550000000000164,1.5191999999999999
81,1000,0.05579999999999985,0.19979999999999998,-0.24120000000000008,0.06480000000000019,-0.06119999999999992,0.0036000000000000034,1.5191999999999999
86,10,0.2808000000000004,0.2808000000000004,2.080800000000001,1.1807999999999998,-0.6191999999999998,0.6408000000000004,1.5191999999999999
86,200,-0.07919999999999994,-0.12419999999999987,0.1908000000000003,0.10080000000000022,0.1908000000000003,0.055800000000000204,1.5191999999999999
86,400,-0.12419999999999987,0.10080000000000022,0.10080000000000022,-0.0116999999999996,0.2358,0.0603000000000002,1.5191999999999999
86,600,0.04080000000000017,0.0708000000000002,0.0858000000000001,-0.12419999999999987,0.025800000000000045,0.01980000000000013,1.5191999999999999
86,800,0.15705000000000013,0.010800000000000143,0.22455000000000025,-0.06794999999999995,0.08955000000000024,0.08280000000000017,1.5191999999999999
86,1000,0.010800000000000143,-0.13319999999999999,-0.01619999999999977,-0.06119999999999992,0.1908000000000003,-0.0017999999999998462,1.5191999999999999
91,10,-0.6191999999999998,-1.5191999999999999,-0.6191999999999998,-0.6191999999999998,-0.6191999999999998,-0.7991999999999998,1.5191999999999999
91,200,0.010800000000000143,-0.16920000000000002,0.2808000000000004,-0.03420000000000001,0.10080000000000022,0.037800000000000146,1.5191999999999999
91,400,-0.25919999999999965,-0.16920000000000002,0.16830000000000012,0.12330000000000019,-0.2366999999999999,-0.07469999999999985,1.5191999999999999
91,600,0.010800000000000143,0.04080000000000017,0.11580000000000035,-0.10919999999999974,0.010800000000000143,0.013800000000000211,1.5191999999999999
91,800,0.022050000000000347,-0.0116999999999996,0.022050000000000347,0.033299999999999885,0.12330000000000019,0.037800000000000236,1.5191999999999999
91,1000,-0.0521999999999998,0.11880000000000024,-0.07020000000000004,-0.19619999999999993,-0.02519999999999989,-0.04499999999999989,1.5191999999999999
96,10,0.2808000000000004,-0.6191999999999998,0.2808000000000004,0.2808000000000004,0.2808000000000004,0.10080000000000036,1.5191999999999999
96,200,0.3258000000000001,-0.16920000000000002,-0.34919999999999995,0.10080000000000022,-0.03420000000000001,-0.025199999999999934,1.5191999999999999
96,400,0.05579999999999985,-0.03420000000000001,0.033299999999999885,-0.1016999999999999,0.16830000000000012,0.02429999999999999,1.5191999999999999
96,600,0.04080000000000017,0.29580000000000006,-0.06419999999999981,0.2058000000000002,0.11580000000000035,0.1188000000000002,1.5191999999999999
96,800,-0.21420000000000017,-0.022949999999999804,0.033299999999999885,0.05579999999999985,0.05579999999999985,-0.018450000000000077,1.5191999999999999
96,1000,-0.0521999999999998,0.07379999999999987,0.14579999999999993,0.11880000000000024,-0.13319999999999999,0.03060000000000005,1.5191999999999999
